m,y,Beef,"Bread, middling",Corn,Flour,Molasses,Pitch,Pork,Rice,"Salt, coarse","Salt, fine","Rum, West Indian","Staves, barrel","Staves, hogshead","Staves, pipe","Sugar, muscavado",Tar,Turpentine,Wheat,"Wine, Madeira"
1,1720,74.33,69.72,70.11,75.6,63.89,111.16,75.67,107.46,84.27,102.92,106.02,38.29,43.63,38.03,81.48,92.51,49.04,73.88,68.17
2,1720,74.33,71.55,71.88,74.11,62.6,111.16,75.67,107.46,84.27,98.8,90.29,38.29,43.63,38.03,74.07,92.51,49.04,74.58,68.17
3,1720,74.33,70.96,77.65,74.11,62.6,111.16,75.67,107.46,84.27,85.76,100.09,38.29,43.63,38.03,74.07,92.51,49.04,70.44,68.17
4,1720,74.33,67.85,77.65,68.26,61.74,111.16,75.67,107.46,84.27,98.8,78.94,38.29,43.63,38.03,74.07,92.51,49.04,72.48,68.17
5,1720,74.33,64.15,77.65,68.26,59.17,111.16,75.67,107.46,84.27,68.61,53.66,38.29,43.63,38.03,74.07,92.51,49.04,70.14,68.17
6,1720,74.33,64.15,77.65,74.11,59.17,90.95,79.87,107.46,84.27,68.61,54.43,38.29,43.63,38.03,74.07,92.51,49.04,73.18,67.71
7,1720,74.33,64.15,77.65,74.11,55.31,84.22,79.87,114.18,84.27,68.61,58.04,38.29,43.63,38.03,74.07,92.51,49.04,73.18,68.17
8,1720,74.33,64.15,77.65,72.16,55.31,84.22,79.87,120.89,84.27,68.61,58.04,38.29,43.63,38.03,63.21,92.51,49.04,70.14,68.17
9,1720,74.33,64.15,77.65,73.49,55.31,84.22,79.87,120.89,84.27,68.61,57.27,38.29,43.63,38.03,63.21,92.51,49.04,70.14,68.17
10,1720,74.33,64.15,77.65,74.11,51.88,84.22,79.87,120.89,84.27,73.07,57.01,38.29,43.63,38.03,63.21,92.51,49.04,70.61,68.17
11,1720,74.33,64.15,77.65,74.11,51.88,84.22,79.87,120.89,84.27,68.61,57.01,38.29,43.63,38.03,63.21,92.51,49.04,71.08,68.17
12,1720,74.33,59.21,77.65,64.36,51.88,77.48,79.87,120.89,84.27,79.93,60.11,38.29,43.63,38.03,63.21,74.01,49.04,71.08,68.17
1,1721,74.33,64.15,81.2,64.36,53.6,80.85,75.67,117.54,84.27,85.76,62.43,38.29,43.63,38.03,69.14,74.01,49.04,70.14,75.74
2,1721,74.33,64.15,88.74,68.26,53.6,80.85,75.67,117.54,84.27,85.76,62.43,38.29,43.63,38.03,69.14,74.01,49.04,73.18,75.74
3,1721,74.33,64.15,86.97,66.31,53.6,80.85,75.67,112.5,72.34,85.76,62.43,38.29,43.63,38.03,69.14,74.01,49.04,70.14,75.74
4,1721,74.33,64.15,85.19,68.26,53.6,80.85,75.67,107.46,60.4,77.19,62.43,38.29,43.63,38.03,69.14,74.01,49.04,67.34,75.74
5,1721,74.33,64.15,85.19,64.36,54.45,80.85,75.67,107.46,45.21,51.46,52.63,38.29,43.63,38.03,69.14,74.01,49.04,68.27,68.17
6,1721,74.33,64.15,72.33,66.31,53.6,80.85,75.67,97.39,42.32,62.78,53.66,38.29,43.63,38.03,64.2,74.01,49.04,71.08,68.17
7,1721,74.33,64.15,68.33,68.26,53.6,80.85,75.67,97.39,39.06,60.03,57.01,38.29,43.63,38.03,64.2,74.01,49.04,71.08,68.17
8,1721,74.33,64.15,68.33,74.11,44.59,74.11,75.67,97.39,42.32,57.29,59.07,38.29,43.63,38.03,64.2,74.01,52.11,71.08,68.17
9,1721,74.33,64.15,68.33,74.11,44.59,74.11,75.67,97.39,42.32,54.2,59.07,38.29,43.63,38.03,64.2,74.01,52.11,71.08,68.17
10,1721,74.33,64.15,72.33,74.11,44.59,74.11,75.67,97.39,42.32,51.46,59.07,38.29,43.63,38.03,64.2,74.01,52.11,71.08,68.17
11,1721,74.33,64.15,75.87,69.28,44.59,90.95,75.67,97.39,39.06,45.63,62.43,38.29,43.63,38.03,59.26,92.51,58.24,75.05,77.64
12,1721,74.33,64.15,83.42,69.28,44.59,90.95,75.67,97.39,39.06,45.63,62.43,38.29,43.63,38.03,59.26,92.51,58.24,75.05,77.64
1,1722,74.33,64.15,75.87,69.28,55.31,90.95,75.67,97.39,36.17,45.63,62.43,38.29,43.63,38.03,59.26,92.51,58.24,77.86,77.64
2,1722,74.33,64.15,75.87,69.28,55.31,90.95,75.67,97.39,36.17,45.63,62.43,38.29,43.63,38.03,59.26,92.51,58.24,77.86,77.64
3,1722,74.33,64.15,75.87,69.28,55.31,90.95,75.67,97.39,36.17,45.63,62.43,38.29,43.63,38.03,59.26,92.51,58.24,68.27,77.64
4,1722,74.33,59.21,75.87,68.26,55.31,90.95,75.67,97.39,36.17,45.63,59.07,38.29,43.63,38.03,59.26,92.51,58.24,68.27,77.64
5,1722,76.81,59.21,75.87,68.26,55.31,90.95,75.67,97.39,33.27,45.63,59.07,38.29,43.63,38.03,59.26,92.51,58.24,68.27,77.64
6,1722,76.81,61.68,77.65,72.16,51.88,90.95,75.67,90.67,33.27,45.63,59.07,38.29,43.63,38.03,59.26,92.51,58.24,71.08,77.64
7,1722,76.81,61.68,77.65,76.06,51.88,90.95,75.67,90.67,45.21,41.51,81.78,38.29,43.63,38.03,59.26,97.14,58.24,71.08,77.64
8,1722,76.81,61.68,77.65,76.06,51.88,90.95,75.67,90.67,45.21,41.51,81.78,38.29,43.63,38.03,59.26,97.14,58.24,71.08,77.64
9,1722,76.81,61.68,77.65,69.74,51.88,90.95,75.67,90.67,51.36,91.6,91.06,38.29,43.63,38.03,66.67,97.14,58.24,66.87,77.64
10,1722,76.81,61.68,77.65,69.74,51.88,90.95,75.67,90.67,51.36,84.05,91.06,38.29,43.63,38.03,66.67,97.14,58.24,66.87,77.64
11,1722,76.81,61.68,77.65,63.43,51.88,90.95,75.67,90.67,57.15,76.16,100.09,38.29,43.63,38.03,74.07,97.14,58.24,62.43,77.64
12,1722,76.81,61.68,77.65,64.36,51.88,90.95,75.67,90.67,57.15,68.61,100.09,38.29,43.63,38.03,74.07,97.14,58.24,62.43,77.64
1,1723,76.81,61.68,77.65,65.38,51.88,90.95,75.67,90.67,57.15,102.92,100.09,38.29,43.63,38.03,74.07,97.14,58.96,62.43,77.64
2,1723,76.81,59.21,77.65,65.38,51.88,90.95,71.47,93.36,57.15,87.82,79.45,38.29,43.63,38.03,74.07,97.14,59.69,62.43,77.64
3,1723,76.81,59.21,77.65,65.38,51.88,90.95,71.47,96.04,57.15,72.38,79.45,38.29,43.63,38.03,74.07,97.14,60.41,62.43,77.64
4,1723,80.52,56.75,77.65,64.36,53.6,90.95,71.47,98.73,57.15,57.29,53.66,38.29,43.63,38.03,74.07,97.14,61.14,62.43,77.64
5,1723,80.52,56.75,77.65,70.21,53.6,90.95,71.47,101.42,57.15,55.92,51.59,38.29,43.63,38.03,74.07,97.14,61.87,62.43,77.64
6,1723,76.81,56.75,88.74,68.26,53.6,80.85,69.36,104.1,57.15,54.2,53.66,38.29,43.63,38.03,74.07,97.14,62.59,62.43,77.64
7,1723,76.81,56.75,77.65,70.52,50.17,80.85,64.32,100.75,57.15,54.2,53.66,38.29,43.63,38.03,74.07,97.14,63.32,65.23,77.64
8,1723,76.81,56.75,77.65,70.52,50.17,80.85,64.32,97.39,74.15,104.29,68.88,38.29,43.63,38.03,74.07,97.14,64.04,65.23,77.85
9,1723,74.75,56.75,88.74,70.76,55.74,80.85,64.32,94.03,91.51,154.37,57.01,38.29,43.63,38.03,72.43,107.96,64.77,65.23,78.06
10,1723,72.67,56.75,88.74,70.99,60.89,80.85,64.32,90.67,108.51,137.22,68.88,38.29,43.63,38.03,70.78,118.69,65.5,65.23,78.27
11,1723,70.61,56.75,90.52,71.23,66.46,80.85,64.32,87.31,108.51,137.22,68.88,38.29,43.63,38.03,69.14,129.52,66.22,65.23,78.48
12,1723,69.37,56.75,92.29,71.23,71.6,80.85,64.32,83.95,108.51,137.22,60.11,38.29,43.63,38.03,69.14,129.52,66.95,65.23,78.69
1,1724,84.24,56.75,92.29,71.23,71.6,84.22,65.58,85.63,108.51,123.84,77.39,37.44,42.66,36.76,65.18,129.52,67.67,65.23,78.9
2,1724,99.1,57.98,92.29,74.82,71.6,84.22,66.84,87.31,87.89,110.12,74.81,36.59,41.69,35.49,61.23,117.21,68.4,69.21,79.11
3,1724,81.14,57.98,92.29,78.33,70.75,84.22,68.1,88.99,67.27,96.74,71.97,35.74,40.72,34.23,57.28,104.82,69.13,72.95,79.32
4,1724,63.18,59.21,94.51,81.91,69.46,87.58,69.36,90.67,46.66,83.02,77.39,34.89,39.75,32.96,53.33,92.51,69.85,76.92,79.53
5,1724,63.18,59.21,94.51,81.91,57.03,87.58,59.27,90.67,46.66,102.92,49.53,34.03,38.78,31.69,45.43,92.51,70.58,76.92,79.53
6,1724,74.33,59.21,94.51,86.83,66.03,117.9,59.27,105.78,66.19,100.17,53.66,34.03,38.68,31.95,59.26,92.51,71.3,76.92,75.74
7,1724,74.33,59.21,94.51,88.78,66.03,117.9,59.27,104.1,90.42,97.08,49.53,34.03,38.58,32.2,59.26,92.51,72.03,79.96,75.78
8,1724,74.33,59.21,94.51,88.78,64.32,117.9,59.27,104.1,90.42,97.08,49.53,34.03,38.48,32.46,59.26,92.51,72.75,79.96,75.81
9,1724,74.33,59.21,94.51,89.72,57.03,117.9,54.65,104.1,90.42,120.07,49.53,34.03,38.38,32.71,59.26,92.51,73.48,79.96,75.85
10,1724,74.33,59.21,94.51,89.72,57.03,117.9,54.65,104.1,90.42,120.07,49.53,34.03,38.29,32.97,59.26,92.51,74.21,79.96,75.88
11,1724,74.33,59.21,94.51,95.57,57.03,117.9,55.07,104.1,91.87,120.07,62.43,34.03,38.19,33.22,59.26,92.51,74.93,91.65,75.92
12,1724,74.33,59.21,94.51,97.52,57.03,117.9,55.07,104.1,91.87,120.07,62.43,34.03,38.09,33.48,59.26,92.51,75.66,91.65,75.95
1,1725,74.33,59.21,94.51,95.57,62.6,117.9,55.07,104.1,91.87,120.07,77.39,34.03,37.99,33.73,59.26,94.83,76.38,89.55,75.99
2,1725,74.33,59.21,94.51,95.57,62.6,117.9,55.07,111.69,91.87,120.07,77.39,34.03,37.89,33.99,59.26,97.14,77.11,89.55,76.02
3,1725,74.33,59.21,94.51,95.57,62.6,117.9,54.65,119.22,91.87,120.07,77.39,34.03,37.79,34.25,59.26,99.45,77.84,99.37,76.06
4,1725,74.33,59.21,94.51,89.72,62.6,117.9,54.65,126.8,91.87,120.07,64.49,34.03,37.69,34.5,59.26,101.76,78.56,106.15,76.09
5,1725,79.28,59.21,94.51,89.72,60.89,117.9,71.47,134.33,90.42,85.76,64.49,34.03,37.59,34.76,59.26,104.08,79.29,84.87,76.13
6,1725,74.33,59.21,97.17,87.77,62.6,117.9,71.47,134.33,90.42,85.76,71.97,34.03,37.49,35.01,59.26,106.39,80.01,84.87,76.16
7,1725,74.33,64.15,99.84,91.2,62.6,124.64,71.47,141.04,90.42,85.76,73.78,34.03,37.4,35.27,66.67,108.7,80.74,83.94,76.2
8,1725,74.33,64.15,99.84,94.63,62.6,131.38,71.47,147.76,90.42,85.76,75.33,34.03,37.3,35.52,74.07,111.01,81.47,82.77,76.23
9,1725,74.33,64.15,99.84,94.63,62.6,131.38,71.47,147.76,90.42,85.76,75.33,34.03,37.2,35.78,74.07,113.33,82.19,82.77,76.27
10,1725,74.33,70.32,88.74,99.47,62.6,131.38,71.47,147.76,90.42,85.76,75.33,34.03,37.1,36.03,74.07,115.64,82.92,93.52,76.3
11,1725,74.33,70.32,88.74,99.47,62.6,131.38,71.47,147.76,90.42,85.76,75.33,34.03,37,36.29,74.07,117.95,83.64,93.52,76.34
12,1725,74.33,69.08,88.74,101.42,64.32,131.38,73.05,147.76,90.42,85.76,75.33,34.03,36.9,36.55,74.07,120.27,84.37,93.52,76.37
1,1726,74.33,69.08,90.52,97.52,62.6,131.38,74.63,147.76,90.42,85.76,76.36,34.03,36.8,36.8,71.6,122.58,85.1,87.68,76.41
2,1726,74.33,69.08,91.85,94.01,60.89,131.38,76.19,147.76,90.42,79.93,77.39,34.03,36.7,37.06,69.14,124.89,85.82,94.46,76.44
3,1726,74.33,69.08,93.62,87.77,66.03,131.38,77.77,147.76,90.42,85.76,77.39,34.03,36.6,37.31,69.14,127.2,85.82,87.68,76.48
4,1726,74.58,69.08,94.95,93.62,65.17,131.38,84.08,147.47,91.36,68.61,96.74,34.03,36.5,37.57,74.07,129.52,85.82,93.52,76.51
5,1726,74.82,69.08,96.73,93.62,64.32,130.63,84.08,147.18,92.29,51.46,77.39,34.03,36.41,37.82,79.01,131.83,85.82,93.52,76.55
6,1726,75.07,70.02,98.06,97.52,64.32,129.96,84.08,146.88,93.23,51.46,76.62,34.03,36.31,38.08,75.06,134.14,85.82,91.65,76.58
7,1726,75.32,69.08,99.84,101.42,64.32,129.22,84.08,146.59,94.16,52.83,74.04,34.03,36.21,38.33,79.01,136.46,85.82,87.68,76.62
8,1726,75.57,69.08,99.84,101.42,53.6,128.48,84.08,146.3,95.1,51.11,79.45,34.03,36.11,38.59,74.07,138.77,84.66,91.65,76.65
9,1726,75.81,71.55,96.29,101.42,54.88,127.74,84.08,146.01,96.03,51.46,76.1,34.03,36.01,38.85,75.06,154.22,85.82,98.67,76.69
10,1726,76.06,70.32,92.29,102.43,57.03,127.06,82.4,145.72,96.97,47.68,83.84,34.03,35.91,39.1,69.14,169.58,85.82,82.3,76.72
11,1726,76.31,69.08,92.29,102.43,66.03,126.32,82.4,145.42,97.9,51.46,96.74,34.03,35.81,39.36,63.21,185.02,85.82,81.83,76.76
12,1726,76.56,69.08,92.29,97.52,66.03,126.32,82.4,145.13,98.84,85.76,96.74,34.03,35.71,39.61,63.21,185.02,85.82,81.83,76.79
1,1727,76.81,69.08,92.29,97.52,66.03,126.32,82.4,144.84,99.78,77.19,96.74,34.03,35.61,39.87,63.21,166.52,84.6,81.83,76.83
2,1727,77.05,64.15,92.29,96.11,64.32,126.32,81.13,144.55,100.71,68.61,93.64,34.03,35.52,40.12,63.21,163.05,83.37,79.73,76.86
3,1727,77.3,65.97,92.29,94.63,62.6,126.32,79.87,144.26,101.65,68.61,90.29,34.03,35.42,40.38,63.21,159.58,82.14,77.39,76.9
4,1727,77.55,65.38,92.29,95.57,60.89,125.04,78.61,143.96,102.58,68.61,65.52,34.03,35.32,40.64,63.21,156.11,80.92,77.86,76.93
5,1727,77.8,64.79,85.19,90.73,58.31,124.44,77.35,143.67,103.52,68.61,64.49,34.03,35.22,40.89,63.21,152.65,79.69,83.7,76.97
6,1727,78.04,64.15,88.74,90.18,55.31,123.83,77.35,143.38,104.45,68.61,59.07,34.03,35.12,41.15,63.21,149.18,78.47,80.9,77
7,1727,78.29,65.38,88.74,90.89,57.03,123.16,78.48,143.09,105.39,79.93,60.88,34.03,35.02,41.4,63.21,145.71,77.24,78.32,77.04
8,1727,78.54,66.62,90.07,89.64,58.74,122.55,79.59,142.8,106.32,79.93,62.43,34.03,34.92,41.66,63.21,142.24,76.01,75.52,77.07
9,1727,78.79,67.85,90.07,85.82,60.89,121.88,80.71,142.5,107.26,79.93,67.33,34.03,34.82,41.91,63.21,138.77,74.79,72.95,77.11
10,1727,79.04,69.08,99.84,81.91,62.6,121.27,81.84,142.21,108.19,69.64,72.49,34.03,34.72,42.17,66.17,157.27,73.56,70.14,77.14
11,1727,79.28,66.62,88.74,81.91,64.32,121.27,82.95,141.92,109.13,60.03,77.39,34.03,34.63,42.42,69.14,175.77,72.34,70.14,77.18
12,1727,79.28,67.85,88.74,78.01,64.32,125.78,84.08,141.63,110.06,60.38,77.65,34.03,34.53,42.68,69.14,175.77,71.11,70.14,77.22
1,1728,74.33,69.08,91.4,79.96,64.32,130.23,84.08,141.34,111,60.72,90.29,34.03,34.43,42.94,69.14,185.02,69.88,70.14,77.25
2,1728,74.33,68.49,94.51,79.03,64.32,134.74,84.08,141.04,111.94,61.06,73,34.03,34.33,43.19,69.14,185.02,68.66,72.01,77.29
3,1728,74.33,67.85,97.17,77.08,64.32,101.06,84.08,141.04,112.87,61.41,73,34.03,34.23,43.45,69.14,134.14,67.43,70.14,77.32
4,1728,99.1,64.15,99.84,71.23,62.6,67.37,109.3,107.46,113.81,57.29,55.98,34.03,34.13,43.7,69.14,83.26,66.21,75.99,77.36
5,1728,99.1,64.15,105.6,75.13,63.46,74.11,109.3,120.89,114.74,57.29,60.36,34.03,34.03,43.96,69.14,87.89,64.98,79.03,77.39
6,1728,99.1,64.15,110.93,74.11,64.32,80.85,109.3,134.33,115.68,57.29,64.49,34.03,33.93,44.21,69.14,92.51,63.75,81.83,77.43
7,1728,99.1,69.08,110.93,75.13,71.6,80.85,105.1,120.89,116.61,57.98,62.43,34.6,34.26,44.47,69.14,92.51,62.53,87.68,77.46
8,1728,103.76,69.08,88.74,76.61,66.46,80.85,105.1,120.89,117.55,58.66,68.88,35.17,34.58,44.72,69.14,92.51,61.3,85.81,77.5
9,1728,108.4,69.08,88.74,78.01,60.89,74.11,100.89,127.61,118.48,57.29,62.43,35.74,34.9,44.98,69.14,92.51,60.08,83.7,77.53
10,1728,86.72,69.08,105.6,85.82,64.32,74.11,100.89,127.61,119.42,57.29,66.56,36.3,35.23,45.24,69.14,92.51,58.85,81.83,77.57
11,1728,86.72,69.08,105.6,83.86,64.32,80.85,100.89,127.61,120.35,72.38,64.49,36.87,35.55,45.49,71.11,92.51,57.62,81.83,77.6
12,1728,86.72,69.08,105.6,81.91,64.32,80.85,100.89,127.61,121.29,102.92,64.49,37.44,35.87,45.75,71.11,92.51,56.4,81.83,77.64
1,1729,86.72,69.08,99.84,81.91,64.32,80.85,84.08,134.33,122.22,85.76,64.49,38,36.19,46,69.14,92.51,55.17,81.83,77.67
2,1729,86.72,69.08,99.84,81.91,64.32,80.85,84.08,134.33,123.16,68.61,64.49,38.57,36.52,46.26,69.14,92.51,53.95,81.83,77.71
3,1729,86.72,69.08,99.84,78.01,66.03,80.85,96.69,127.61,124.1,68.61,63.46,39.14,36.84,46.51,69.14,92.51,52.72,81.83,77.74
4,1729,85.06,66.62,88.74,70.21,67.75,80.85,86.18,120.89,125.03,67.24,62.43,39.71,37.16,46.77,69.14,92.51,51.49,83.7,77.78
5,1729,83.41,66.62,88.74,70.21,67.75,80.85,86.18,120.89,125.97,64.15,62.43,40.27,37.49,47.02,69.14,92.51,50.27,83.7,77.81
6,1729,81.76,66.62,88.74,76.06,67.75,87.58,86.18,120.89,126.9,66.9,62.43,40.84,37.81,47.28,69.14,111.01,49.04,101.24,77.85
7,1729,80.11,67.85,96.29,85.82,66.03,87.58,86.18,120.89,127.84,68.61,62.43,41.41,38.13,47.54,62.22,111.01,51.86,85.81,77.88
8,1729,78.46,69.08,99.84,89.72,64.32,80.85,86.18,120.89,128.77,68.61,61.91,41.98,38.46,47.79,66.67,111.01,54.68,85.81,77.92
9,1729,76.81,69.08,110.93,91.67,53.6,74.11,84.08,127.61,129.71,74.44,64.49,42.54,38.78,48.05,71.11,111.01,57.5,87.68,77.95
10,1729,75.15,69.08,96.29,89.72,67.75,67.37,84.08,127.61,130.64,74.44,77.39,43.11,39.1,48.3,69.14,92.51,60.26,85.81,77.99
11,1729,73.5,74.02,96.29,95.57,69.89,80.85,84.08,127.41,131.58,79.93,81.78,43.68,39.43,48.56,74.07,111.01,68.23,86.74,78.02
12,1729,71.85,72.78,79.42,85.82,69.89,94.32,94.17,127.14,132.51,97.08,77.39,44.24,39.75,48.81,71.6,111.01,73.56,91.65,78.06
1,1730,74.33,69.08,88.74,85.82,85.75,101.06,96.69,117.33,133.45,120.07,77.39,44.81,40.07,49.07,64.2,111.01,73.56,90.72,78.09
2,1730,74.33,74.02,84.75,93.62,85.75,101.06,96.69,107.46,134.38,120.07,77.39,45.38,40.4,49.32,59.26,109.16,73.56,93.52,78.13
3,1730,74.33,74.02,80.31,93.62,66.03,101.06,96.69,107.46,135.32,102.92,60.11,45.95,40.72,49.58,54.32,107.31,73.56,93.52,78.16
4,1730,74.33,74.02,88.74,93.62,64.32,101.06,97.75,107.46,136.26,102.92,73,46.51,41.04,49.84,57.28,105.46,73.56,89.55,78.2
5,1730,74.33,74.02,82.97,93.62,64.32,101.06,98.79,107.46,137.19,97.08,60.11,47.08,41.37,50.09,60.25,103.61,73.56,89.55,78.23
6,1730,74.33,74.02,83.42,97.52,64.32,101.06,101.73,109.14,138.13,91.6,60.11,47.65,41.69,50.35,63.21,101.76,73.56,93.52,78.27
7,1730,74.33,74.02,81.2,97.52,64.32,101.06,101.73,110.82,139.06,85.76,60.11,48.22,42.01,50.6,63.21,99.91,73.56,93.52,78.3
8,1730,74.33,74.02,84.75,103.37,60.89,101.06,101.31,112.5,140,79.93,62.43,48.78,42.34,50.86,65.18,98.06,70.5,93.52,78.34
9,1730,74.33,74.02,87.86,85.82,57.03,101.06,101.31,114.18,140.93,85.76,60.11,49.35,42.66,51.11,67.16,96.21,67.43,77.86,78.37
10,1730,74.33,74.02,91.4,85.82,57.03,101.06,100.89,115.86,141.87,111.49,60.11,49.92,42.98,51.37,69.14,94.36,64.37,77.86,78.41
11,1730,74.33,74.02,94.51,85.82,60.89,101.06,100.89,117.54,142.8,137.22,62.43,50.48,43.3,51.62,69.14,92.51,61.3,75.99,78.44
12,1730,74.33,71.55,81.2,66.31,60.89,101.06,100.89,119.22,143.74,137.22,62.43,51.05,43.63,51.88,69.14,106.39,58.24,64.3,78.48
1,1731,74.33,69.08,85.19,62.41,64.32,101.06,109.3,120.89,144.67,137.22,64.49,51.62,43.95,52.14,65.18,120.27,55.17,52.61,78.51
2,1731,76.81,61.68,77.65,62.41,64.32,107.8,100.89,107.46,96.57,120.07,64.49,52.19,44.27,52.39,67.16,115.64,52.11,64.3,78.55
3,1731,79.28,56.75,70.11,60.46,60.89,94.32,92.48,94.03,48.1,102.92,62.43,52.75,44.6,52.65,69.14,111.01,49.04,58.45,78.58
4,1731,83.25,55.51,66.56,60.46,62.6,94.32,84.08,100.75,54.25,85.76,60.11,53.32,44.92,52.9,69.14,111.01,61.3,52.61,78.62
5,1731,87.21,55.51,81.2,60.93,62.6,94.32,84.08,100.75,54.25,102.92,60.11,53.89,45.24,53.16,69.14,111.01,61.3,51.67,78.65
6,1731,91.18,55.51,66.56,60.93,53.6,94.32,90.8,114.18,72.34,120.07,59.07,54.45,45.57,53.41,71.11,97.14,55.17,51.67,78.69
7,1731,95.14,54.28,66.56,52.66,53.6,96.01,91.64,104.1,63.29,120.07,64.49,55.02,45.89,53.67,71.11,97.14,55.17,50.74,78.72
8,1731,99.1,54.28,74.1,55.94,54.88,97.69,92.48,94.03,54.25,120.07,78.94,55.59,46.21,53.92,71.11,97.14,55.17,58.45,78.76
9,1731,99.1,55.51,66.56,59.52,53.6,94.32,100.89,94.03,54.25,85.76,79.45,56.16,46.54,54.18,60.25,97.14,55.17,58.45,78.79
10,1731,99.1,57.39,74.1,73.02,53.6,94.32,92.48,94.03,54.25,102.92,72.49,56.72,46.86,54.44,47.41,90.2,73.56,61.49,78.83
11,1731,99.1,59.21,74.1,78.17,55.74,94.32,96.69,94.03,60.4,102.92,74.81,57.29,47.18,54.69,63.21,92.51,61.3,71.54,78.86
12,1731,96.01,59.21,74.1,63.74,60.03,94.32,93.54,94.03,60.4,90.91,74.81,57.86,47.51,54.95,63.21,92.51,61.3,60.32,78.9
1,1732,92.91,59.21,74.1,62.41,60.89,87.58,90.38,94.03,60.4,78.56,73,58.43,47.83,55.2,66.17,92.51,61.3,60.32,78.93
2,1732,89.81,59.21,74.1,66.31,57.03,80.85,87.24,94.03,60.4,66.55,70.94,58.99,48.15,55.46,69.14,92.51,61.3,60.32,78.97
3,1732,86.72,57.98,74.1,64.99,57.03,80.85,84.08,94.03,60.4,85.76,70.17,59.56,48.48,55.71,69.14,92.51,61.3,62.89,79
4,1732,74.33,58.23,74.1,61.01,61.74,94.32,84.08,94.03,72.34,94.34,68.36,60.13,48.8,55.97,67.16,92.51,67.43,60.09,79.04
5,1732,69.37,58.23,74.1,62.41,60.03,94.32,84.08,107.46,72.34,85.76,60.88,60.69,49.12,56.22,69.14,92.51,61.3,60.32,79.07
6,1732,64.42,57.98,74.1,61.08,57.88,94.32,84.08,120.89,57.15,81.65,58.82,61.26,49.44,56.48,64.2,92.51,61.3,60.79,79.11
7,1732,67.56,59.21,75.87,62.41,57.03,97.69,77.77,117.54,57.15,77.19,60.11,61.83,49.77,56.74,63.7,92.51,61.3,61.02,79.14
8,1732,70.71,58.37,77.65,63.74,59.6,101.06,71.47,114.18,57.15,73.07,60.88,62.4,50.09,56.99,63.21,94.83,58.24,70.84,79.18
9,1732,73.85,59.21,88.74,66.78,60.03,97.69,75.67,110.82,69.44,76.5,62.43,62.96,50.41,57.25,61.23,97.14,56.7,64.3,79.21
10,1732,77,59.21,99.84,69.28,59.17,94.32,79.87,107.46,81.38,79.93,62.43,63.53,50.74,57.5,59.26,97.14,55.17,64.3,79.25
11,1732,80.14,59.21,88.74,62.41,57.03,94.32,89.12,104.1,99.46,94.34,62.43,64.1,51.06,57.76,69.14,92.51,55.17,66.17,79.28
12,1732,83.29,59.21,88.74,62.41,57.03,94.32,89.12,100.75,99.46,94.34,62.43,64.67,51.38,58.01,69.14,92.51,55.17,66.17,79.32
1,1733,86.43,61.68,88.74,62.41,57.03,94.32,84.08,97.39,108.51,102.92,62.43,65.23,51.71,58.27,69.14,92.51,49.04,66.17,79.35
2,1733,89.58,61.68,88.74,62.41,57.03,94.32,84.08,94.03,108.51,102.92,62.43,65.8,52.03,58.52,69.14,92.51,49.04,66.17,79.39
3,1733,92.72,61.68,88.74,62.41,59.17,107.8,78.19,90.67,82.83,78.56,62.43,66.37,52.35,58.78,64.2,101.76,50.57,65.23,79.42
4,1733,95.86,61.68,88.74,62.41,60.89,121.27,72.31,87.31,57.15,54.2,62.43,66.93,52.68,59.04,59.26,111.01,52.11,64.3,79.46
5,1733,99.01,61.68,88.74,62.41,60.89,121.27,72.31,83.95,57.15,54.2,62.43,67.5,53,59.29,59.26,111.01,52.11,66.17,79.49
6,1733,102.15,61.68,88.74,66.31,53.6,121.27,72.31,80.6,54.25,68.61,58.04,68.07,53.32,59.55,56.3,111.01,52.11,81.83,79.53
7,1733,105.3,61.68,75.87,72.16,55.31,121.27,92.48,80.6,69.44,77.19,54.95,68.64,53.65,59.8,55.31,114.72,52.11,79.96,71.96
8,1733,96.01,67.45,103.39,84.49,58.31,121.27,84.08,94.03,72.34,79.93,56.24,69.2,53.97,60.06,51.85,118.42,52.11,81.13,77.64
9,1733,86.72,64.15,103.39,70.21,60.89,121.27,79.87,107.46,69.87,68.61,62.43,69.77,54.29,60.31,57.28,122.12,52.11,75.99,75.74
10,1733,99.1,64.15,99.84,70.21,71.6,121.27,79.87,108.58,67.4,85.76,58.04,70.34,54.62,60.57,47.41,125.82,52.11,70.14,75.74
11,1733,84.24,66.62,107.38,78.01,60.89,121.27,84.08,109.7,64.94,94.34,53.66,70.9,54.94,60.82,47.41,129.52,52.11,70.14,76.12
12,1733,69.37,66.62,96.29,74.11,60.89,121.27,75.67,110.82,62.47,102.92,55.98,71.47,55.26,61.08,49.38,129.52,52.11,70.14,76.5
1,1734,69.37,66.62,96.29,74.11,60.89,121.27,75.67,111.94,60.01,94.34,55.98,72.04,55.59,61.34,49.38,129.52,52.11,70.14,76.88
2,1734,79.28,66.62,99.84,78.01,64.32,94.32,79.87,113.06,57.54,85.76,64.49,72.61,55.91,61.59,49.38,83.26,52.11,81.83,77.26
3,1734,76.81,65.38,90.52,76.06,64.32,101.06,75.67,114.18,55.07,77.19,64.49,73.17,56.23,61.85,49.38,97.14,56.7,79.96,77.64
