,,Beef,"Bread, middling",Corn,Flour,Gunpowder,Molasses,Pitch,Pork,Rice,"Salt, coarse","Salt, fine","Rum, West Indian","Staves, barrel","Staves, hogshead","Staves, pipe","Sugar, muscavado",Tar,Turpentine,Wheat,"Wine, Madeira"
m,y,Shillings per barrel,Shillings per hundredweight,Shillings per bushel,Shillings per hundredweight,Pounds per barrel,Shillings per gallon,Shillings per barrel,Shillings per barrel,Shillings per hundredweight,Shillings per bushel,Shillings per bushel,Shillings per gallon,Shillings per thousand,Pounds per thousand,Pounds per thousand,Shillings per hundredweight,Shillings per barrel,Shillings per hundredweight,Shillings per bushel,Pounds per pipe
10,1770,50,28.5,4.54,15.94,,1.88,12,74.17,16,1.83,1.79,2.96,77.5,6.88,9.67,50.25,12,14,6.11,50
11,1770,50,29,4.04,17.05,,1.88,12,72.92,15.67,1.5,1.61,2.91,85,7.25,10,50.25,12,14,6.38,50
12,1770,50,28.5,3,17.25,,1.88,12,71.63,16,1.56,1.56,2.98,90,7.5,10.75,49.7,12,14,6.5,50
1,1771,51.67,28.67,3,16.33,,1.89,12,72.5,16,1.67,1.5,2.97,68.33,7,10,51.17,12,14,6.33,50
2,1771,52.5,29,2.95,16.58,,1.83,12,72.5,16,1.67,1.5,2.92,70,7,10,47.5,12,14,6.13,50
3,1771,52.5,29,3.33,17,,1.83,12,77.5,16,1.67,1.58,3.17,60,7,9,53,12,14,6.75,50
4,1771,50,30,3.42,17.13,,1.83,12,80,16,1.67,1.67,3.17,70,6.75,9,53,12,14,6.88,50
5,1771,50.83,28,3.31,17.58,,1.78,12,80,15,1.67,1.67,2.97,65.83,6.17,9.83,47.5,13.2,14,7,50
6,1771,51.5,29.2,3.42,17.81,,1.73,12,80,16.33,1.58,1.58,3.07,78.75,6.5,10.3,51.6,12,14,7.2,50
7,1771,51.67,29,3.69,17.42,,1.67,13,80,17.5,1.67,1.67,3.04,80,6.33,10,51.83,13,15,7,50
8,1771,50,28.4,3.78,17,,1.69,14,82,17,1.63,1.65,3.28,83,6.6,10.7,48.35,14,16,6.38,50
9,1771,50.83,28.67,4,17.67,,1.72,12,89.17,17.5,1.67,1.71,3.56,80.83,6.67,11,49.33,12,14,6.67,50
10,1771,50,29,3.67,17.75,,1.75,12,90,17.5,1.67,1.5,3.67,80,6.5,10,55,12,14,7,50
11,1771,50,29.2,3.77,18.69,,1.78,11.33,80,18,1.71,1.29,3.85,82.5,7.5,10.75,50.8,12.67,14.67,7.06,50
12,1771,56.25,29,3.63,19,,1.79,12,80,19.5,1.5,1.33,4.5,82.5,7.25,10.5,51.25,12,14,7,50
1,1772,52.5,30,3.5,19,,1.83,16,80,20,1.5,1.33,4.25,80,7,10,53,15,15,7.5,50
2,1772,50,28,3.5,19,,1.75,16,80,20,1.75,1.75,4.17,80,8,10,45,15,15,7.75,50
3,1772,53.75,28.5,3.56,19.19,,1.71,14,84.38,21,1.67,1.67,3.79,77.5,7.38,10.25,48.88,14,16,7.69,50
4,1772,55,29,3.72,19.1,,1.61,14,90,23,1.5,1.5,3.15,70,6.83,9.75,49.83,14,16,7.6,50
5,1772,56.67,29.5,3.96,19.94,,1.69,14,93.88,25,1.5,1.5,3.04,70,6.5,10.25,50.25,14,16,7.88,50
6,1772,60,32,3.98,20.65,,1.75,14,98.75,24,1.44,1.5,3.18,74,6.6,10,49,14,16,8.02,50
7,1772,70,32.25,3.83,21.45,,1.68,14.67,101,26.33,1.36,1.5,3.12,69.5,6.54,10.33,48.92,14,17.83,8.04,50.83
8,1772,60,33.33,3.78,21.25,,1.67,14,100,27,1.5,1.5,3.19,72.5,6.67,10,48.5,14,18,7.92,60
9,1772,60,32.75,3.63,21.19,,1.67,14,102,24,1.61,1.56,3.32,68.33,6.7,10.5,50.42,14,17.67,8,60
10,1772,55,32.67,3.83,21,,1.8,14.5,100.83,24,2.5,2.5,3.61,71.67,6.5,10.33,49.33,14.5,17.5,7.83,57.5
11,1772,53.33,33.75,3.58,21,,1.86,14,99.38,24,3,3,3.78,70,6.13,10,48.13,14,17.5,7.53,60
12,1772,58.33,33,3.4,20.35,,1.95,15.33,91.25,22.33,2.83,2.83,3.62,58.75,5.83,9.17,48.92,15.33,17.83,7.17,60
1,1773,55,34,3.75,20,,1.83,14,85,19,2.5,2.75,3.33,50,5.5,8,47.5,15,17.5,7.5,60
2,1773,55,32,3.92,20,,1.92,16,90,18,1.42,2.75,3.5,60,6,9,48,15,18,7.5,55
3,1773,55,30.67,3.47,20,,1.78,14.67,90,18,1.46,2.33,3.42,59,5.9,9.4,46.5,14.33,17.33,7.95,57.5
4,1773,55,30,3.11,19.25,,1.67,14,90,17.5,1.5,2.79,3.25,60,5.75,9.67,50,14,17.5,8,55
5,1773,55,30.67,3.04,18.4,,1.71,16.67,90.5,18,1.83,1.58,3.33,60,5.7,9.5,48.75,13.67,20,7.63,55
6,1773,55,30,3,17.67,,1.72,14,88.33,18.25,1.67,1.63,3.3,60,5.33,9.33,51.25,13,19,7,55
7,1773,55,31,3.06,18.42,,1.72,14,85.67,19.03,1.78,1.5,3.19,65,6,11.33,50,13.13,17,7.17,55
8,1773,55,30.8,3.06,19.42,,1.65,14,86,18,1.83,1.83,3.19,69.17,5.5,11,50.2,13.4,17.2,7.29,55
9,1773,55,30,3,18.5,,1.71,14,85,18.25,1.67,2.17,3.13,70,6,11,50,13,18,7.5,55
10,1773,55,32,2.94,18.42,,1.78,14,74.17,18.5,1.58,2.5,3.14,71.67,6.67,10.33,50,14,20,7.33,62.5
11,1773,50,30,2.67,18.5,,1.69,15,74.17,18.5,1.58,2.33,3.08,68.33,6.83,10,53,13,20,7.06,62.5
12,1773,55,30,2.71,18.5,,1.75,16,68.75,19,1.5,2.5,3.08,68.75,6.5,10,55,14,18,7.13,53.5
1,1774,55,30,2.75,19,,1.79,16,67.5,19,1.63,2.5,3.17,65,6.5,9,56,13.5,18,7.25,56
2,1774,60,32,2.75,18.75,,1.79,14,70,17.5,1.67,2.17,3.17,70,6,9,55,14,20,7.5,53.5
3,1774,60,32,2.75,18.75,,1.67,14,70,17.5,1.38,2.08,3.08,70,6,9,55,14,20,7.5,53.5
4,1774,50,30,2.75,18.88,,1.72,16,68.33,17.5,1.08,2,3,62.5,6,9.5,55,14,20,7.58,53.5
5,1774,50,32,2.67,18.5,,1.83,16,85,17,1.08,2,3.08,65,6,10,55,13,18,7.75,62.5
6,1774,50,32,2.54,18.5,,1.92,16,66.5,17.25,1.42,2.33,3.21,75,6,11,57.57,13.25,18,6.75,56
7,1774,50,31.6,2.58,17.5,,1.83,15.6,65.83,16.5,1.42,2,3.08,75,7,12,56,14,18.4,6.5,48
8,1774,50,31.2,3.08,17.5,,1.67,15.2,67.5,16.5,1.42,2,2.83,75,7,12,55.75,13.5,18.8,6.5,50.25
9,1774,55,30.8,2.71,17.88,,1.75,14.8,72.5,16.25,1,1.75,2.71,80,8,12,56,15,19.2,6.75,52.5
10,1774,55,30.4,3.21,17.13,,1.83,14.4,71.5,16,1.33,1.5,2.83,75,7.75,11.5,56,14.5,19.6,5.75,56.25
11,1774,56.67,30,3.1,17.25,,1.85,14,68.5,16,1.5,1.75,3,83,8.4,10.8,55,14,20,6.5,60
12,1774,60,31,3.08,17.75,,1.83,15.5,60.83,16,1.67,2.5,3.14,75,7.5,10.33,54.38,13,20,6.83,60
1,1775,52.5,30,3,17.5,,1.83,15,60,16,1.67,2.25,3.17,70,7,9,54,12,20,6.75,50
2,1775,55,30,3.25,16.75,,1.75,14,60,16,1.67,2.5,3.08,80,8.5,11,58,12,16,7,60
3,1775,54,31,2.92,15.19,,1.8,14,61.25,15.5,1.33,2.5,3.13,70,7,10.25,50.5,12,16,6.38,60
4,1775,60,32,3.25,15,,1.83,14,60,14.5,1.33,2.5,3.08,80,7,10,50.63,13.5,27.5,6,60
5,1775,55,32,2.75,13.5,,1.67,16.5,60,14.25,1.5,3,2.83,70,7,10,51.32,11.75,25,5.75,66.25
6,1775,62.5,29.25,2.63,14,,1.68,13.75,61.88,15,1.75,3.13,2.99,75,6.38,9.88,51.25,10.75,25,5.69,65
7,1775,57.5,29,3.1,16.25,,1.56,18,65.42,17.08,2.22,4.33,2.97,70,6,9,50.83,11.75,28,5.88,65
8,1775,57.5,29.5,3.25,15.25,,1.58,18,78.75,17.75,2.75,4.88,2.96,70,6,8.5,49.38,12.5,26.5,5.56,66.25
9,1775,57.5,27.5,2.92,15.25,,1.75,18,85,20,2.94,5,2.92,70,6,8,50.13,11,25,4.88,67.5
10,1775,57.5,,2.58,15.28,,1.92,,71.25,20.5,2.85,4.88,3.17,,,,57,,,4.82,68.75
11,1775,57.5,,2.67,15.31,,1.79,,57.5,21,2.75,4.75,3.08,,,,56.25,,,4.75,70
12,1775,57.5,,2.5,15,,1.79,,57.5,21,2.75,4.75,3.25,,,,56.25,,,4.75,70
